id,state,county,areaname,1900,1910,1920,1930,1940,1950,1960,1970
,Alaska Territory,Northern District,Northern District,60,0,1703,1590,0,5772,fill
48485,Texas,Wichita,Wichita,612,2272,4817,4478,6276,8701,9396
48487,Texas,Wilbarger,Wilbarger,70,374,1687,1664,1746,1636,1536
38019,North Dakota,Cavalier,Cavalier,14,1,2,0,2,3,0
48483,Texas,Wheeler,Wheeler,2,0,316,180,288,294,201
38015,North Dakota,Burleigh,Burleigh,54,51,60,28,19,21,13
30075,Montana,Powder River,Powder River,fill,0,0,0,1,0,0
38017,North Dakota,Cass,Cass,120,55,42,35,25,14,35
38011,North Dakota,Bowman,Bowman,1,2,2,0,2,0,0
38013,North Dakota,Burke,Burke,4,0,0,0,1,0,0
1039,Alabama,Covington,Covington,8001,7987,7078,6912,6086,5747,4994
48007,Texas,Aransas,Aransas,136,89,48,67,107,281,357
1033,Alabama,Colbert,Colbert,9449,11152,8482,8580,8320,8975,8480
1031,Alabama,Coffee,Coffee,5782,6294,6894,6559,6473,6344,5965
1037,Alabama,Coosa,Coosa,6256,5806,4640,4897,3931,3878,3736
1035,Alabama,Conecuh,Conecuh,10079,11103,11095,11350,9862,8061,6986
30007,Montana,Broadwater,Broadwater,19,15,2,1,0,0,0
31029,Nebraska,Chase,Chase,0,0,0,0,8,0,0
30005,Montana,Blaine,Blaine,fill,2,6,10,10,14,0
30003,Montana,Big Horn,Big Horn,fill,11,6,7,44,14,0
8069,Colorado,Larimer,Larimer,33,20,13,17,35,86,238
31023,Nebraska,Butler,Butler,12,16,14,17,2,0,0
8067,Colorado,La Plata,La Plata,63,43,35,24,15,31,57
31021,Nebraska,Burt,Burt,5,22,1,0,3,5,4
8065,Colorado,Lake,Lake,71,28,17,4,5,1,14
31027,Nebraska,Cedar,Cedar,2,6,0,0,1,1,0
8063,Colorado,Kit Carson,Kit Carson,5,3,0,0,3,2,0
31025,Nebraska,Cass,Cass,30,21,12,18,20,6,0
8061,Colorado,Kiowa,Kiowa,1,3,30,0,22,8,0
55027,Wisconsin,Dodge,Dodge,43,59,73,109,182,279,475
51540,Virginia,Charlottesville City,Charlottesville City,2524,2947,4083,4152,4712,5561,5705
23003,Maine,Aroostook,Aroostook,51,61,39,28,31,1288,1074
23001,Maine,Androscoggin,Androscoggin,73,100,45,26,73,95,130
28069,Mississippi,Kemper,Kemper,11691,11080,12655,13098,9287,7212,5612
23007,Maine,Franklin,Franklin,17,4,5,1,3,4,5
31159,Nebraska,Seward,Seward,8,12,13,6,9,2,10
23005,Maine,Cumberland,Cumberland,428,416,384,412,470,648,453
31157,Nebraska,Scotts Bluff,Scotts Bluff,16,79,99,97,88,65,167
28067,Mississippi,Jones,Jones,8417,9108,11153,14088,14928,15393,13810
23009,Maine,Hancock,Hancock,33,15,3,4,9,13,12
28061,Mississippi,Jasper,Jasper,9013,8846,8990,9523,9672,8437,7416
28063,Mississippi,Jefferson,Jefferson,14287,11959,10838,10763,8416,7652,6996
1109,Alabama,Pike,Pike,14437,14795,14539,15177,13517,10740,8642
27025,Minnesota,Chisago,Chisago,4,5,1,1,3,21,33
27027,Minnesota,Clay,Clay,15,18,20,4,6,9,94
27021,Minnesota,Cass,Cass,36,29,16,17,29,21,5
27023,Minnesota,Chippewa,Chippewa,5,3,1,2,4,4,0
47063,Tennessee,Hamblen,Hamblen,1610,1621,1687,1614,1844,2053,2150
47061,Tennessee,Grundy,Grundy,143,145,155,66,43,15,49
47067,Tennessee,Hancock,Hancock,481,256,162,234,110,99,97
47065,Tennessee,Hamilton,Hamilton,26026,27120,36155,39607,42492,47241,46160
55073,Wisconsin,Marathon,Marathon,12,8,7,6,15,18,10
55071,Wisconsin,Manitowoc,Manitowoc,16,10,2,1,23,14,29
55077,Wisconsin,Marquette,Marquette,9,12,1,1,3,0,0
19139,Iowa,Muscatine,Muscatine,137,107,66,81,88,144,137
55075,Wisconsin,Marinette,Marinette,11,29,23,32,50,21,0
19137,Iowa,Montgomery,Montgomery,48,54,58,44,17,16,23
19135,Iowa,Monroe,Monroe,2371,1652,355,202,121,53,0
55079,Wisconsin,Milwaukee,Milwaukee,996,2346,7723,9069,22129,63024,106012
19133,Iowa,Monona,Monona,0,8,38,3,2,1,0
40133,Oklahoma,Seminole,Seminole,4081,4517,5607,6678,3621,2748,2315
19131,Iowa,Mitchell,Mitchell,5,7,2,3,0,0,0
50023,Vermont,Washington,Washington,41,31,33,25,45,42,55
50021,Vermont,Rutland,Rutland,108,69,82,40,58,29,63
50027,Vermont,Windsor,Windsor,67,97,64,42,45,49,18
50025,Vermont,Windham,Windham,45,34,33,24,36,26,73
40137,Oklahoma,Stephens,Stephens,96,128,361,356,559,799,792
47117,Tennessee,Marshall,Marshall,3414,3089,2380,2099,2100,1980,1866
47115,Tennessee,Marion,Marion,2289,1683,1524,1416,1368,1339,1153
47113,Tennessee,Madison,Madison,16167,17234,18643,19494,19969,20651,20470
47111,Tennessee,Macon,Macon,732,476,313,228,192,121,48
47119,Tennessee,Maury,Maury,16169,11950,9808,10130,8579,8374,8038
8085,Colorado,Montrose,Montrose,9,22,8,14,9,5,0
8087,Colorado,Morgan,Morgan,17,48,35,24,25,12,43
27115,Minnesota,Pine,Pine,11,17,16,89,10,167,135
8083,Colorado,Montezuma,Montezuma,3,2,3,3,14,26,0
27119,Minnesota,Polk,Polk,27,8,6,1,9,5,15
8089,Colorado,Otero,Otero,247,283,222,168,189,140,167
40035,Oklahoma,Craig,Craig,1175,771,706,737,587,503,610
28115,Mississippi,Pontotoc,Pontotoc,4727,4301,4193,4675,3814,3284,3097
28117,Mississippi,Prentiss,Prentiss,2875,2436,2473,2399,2330,2185,2305
39059,Ohio,Guernsey,Guernsey,489,456,571,596,622,688,679
28111,Mississippi,Perry,Perry,2581,2970,2748,2423,2211,2411,2386
28113,Mississippi,Pike,Pike,17597,13443,14439,15710,15695,15397,13827
19003,Iowa,Adams,Adams,13,9,16,8,2,2,21
39053,Ohio,Gallia,Gallia,1875,1390,1332,1297,1247,1238,1097
19001,Iowa,Adair,Adair,21,11,32,5,1,0,10
39051,Ohio,Fulton,Fulton,6,13,25,6,23,36,14
28119,Mississippi,Quitman,Quitman,8864,15051,17346,18034,15618,13254,9120
39057,Ohio,Greene,Greene,3970,3751,4043,3525,5200,6514,8287
19005,Iowa,Allamakee,Allamakee,19,7,17,13,13,3,3
39055,Ohio,Geauga,Geauga,9,29,90,251,803,1032,853
12079,Florida,Madison,Madison,9410,8492,8203,7730,6474,6723,5899
6089,California,Shasta,Shasta,159,76,78,98,271,414,649
12077,Florida,Liberty,Liberty,2111,2242,1421,925,580,478,484
6087,California,Santa Cruz,Santa Cruz,83,44,64,55,196,520,932
12075,Florida,Levy,Levy,4727,3960,4762,4831,3602,3132,3205
6085,California,Santa Clara,Santa Clara,262,335,536,730,1718,4187,17926
12073,Florida,Leon,Leon,14726,12167,13788,16106,20370,24282,26005
6083,California,Santa Barbara,Santa Barbara,108,224,581,663,1530,2681,6123
12071,Florida,Lee,Lee,937,1247,3543,3953,4690,8540,12146
6081,California,San Mateo,San Mateo,67,158,429,791,2395,10846,25890
51177,Virginia,Spotsylvania,Spotsylvania,3593,3450,3113,2787,2842,3152,3578
49011,Utah,Davis,Davis,0,0,0,19,198,310,1642
51175,Virginia,Southampton,Southampton,16091,16919,16394,16250,16160,15659,10065
51173,Virginia,Smyth,Smyth,981,925,631,542,481,504,520
51171,Virginia,Shenandoah,Shenandoah,493,434,501,337,383,354,339
42091,Pennsylvania,Montgomery,Montgomery,6021,8326,12572,14269,14931,18834,22498
13165,Georgia,Jenkins,Jenkins,7296,8719,7464,6537,5502,4542,3699
49013,Utah,Duchesne,Duchesne,fill,4,0,5,4,2,0
51179,Virginia,Stafford,Stafford,1720,1530,1488,1445,1519,1954,2214
51775,Virginia,Salem City,Salem City,fill,fill,fill,fill,fill,fill,1177
51770,Virginia,Roanoke City,Roanoke City,7924,9331,12368,12812,14575,16527,17753
49015,Utah,Emery,Emery,1,64,33,4,1,0,0
46083,South Dakota,Lincoln,Lincoln,2,2,7,1,4,0,0
46081,South Dakota,Lawrence,Lawrence,177,50,28,17,12,6,77
46087,South Dakota,McCook,Mccook,5,0,0,0,1,0,0
49017,Utah,Garfield,Garfield,0,1,0,1,0,0,0
46085,South Dakota,Lyman,Lyman,27,35,5,1,4,9,0
49055,Utah,Wayne,Wayne,0,2,0,0,0,1,4
46089,South Dakota,McPherson,Mcpherson,0,1,0,1,1,0,0
49051,Utah,Wasatch,Wasatch,1,5,0,0,0,1,0
49053,Utah,Washington,Washington,0,0,0,0,0,1,19
21079,Kentucky,Garrard,Garrard,2284,1914,1464,1385,1029,888,711
42099,Pennsylvania,Perry,Perry,73,80,49,29,17,4,49
21075,Kentucky,Fulton,Fulton,3356,3220,3153,3042,2320,1983,1668
21077,Kentucky,Gallatin,Gallatin,274,241,184,139,101,100,104
21071,Kentucky,Floyd,Floyd,99,428,857,981,616,327,193
21073,Kentucky,Franklin,Franklin,3746,2861,2627,2168,2462,2473,2713
26089,Michigan,Leelanau,Leelanau,22,8,1,3,3,8,28
26085,Michigan,Lake,Lake,5,13,398,719,1302,1409,1274
26087,Michigan,Lapeer,Lapeer,28,38,105,175,317,469,360
26081,Michigan,Kent,Kent,729,1187,2949,2802,7067,14630,22846
26083,Michigan,Keweenaw,Keweenaw,3,0,0,0,3,26,7
5011,Arkansas,Bradley,Bradley,4641,4953,5752,6239,5394,4919,4041
5013,Arkansas,Calhoun,Calhoun,3413,4240,2993,3022,2454,2108,1795
5015,Arkansas,Carroll,Carroll,66,82,25,8,13,6,0
5017,Arkansas,Chicot,Chicot,17682,16060,14143,15979,12130,10747,9805
5019,Arkansas,Clark,Clark,7367,7828,7293,7157,6265,5409,4821
21219,Kentucky,Todd,Todd,5343,4480,3393,3212,2277,1881,1532
17149,Illinois,Pike,Pike,162,88,53,54,24,10,5
21211,Kentucky,Shelby,Shelby,3991,3266,2637,2558,2324,2479,2405
17145,Illinois,Perry,Perry,814,554,649,599,539,363,398
21213,Kentucky,Simpson,Simpson,2165,1909,1751,1731,1504,1606,1607
17147,Illinois,Piatt,Piatt,12,9,9,4,4,1,0
21215,Kentucky,Spencer,Spencer,758,673,505,480,352,356,243
17141,Illinois,Ogle,Ogle,33,19,26,17,16,31,18
21217,Kentucky,Taylor,Taylor,1429,1292,1121,1149,1061,917,1047
17143,Illinois,Peoria,Peoria,1737,2334,3216,3091,6276,10157,14806
21189,Kentucky,Owsley,Owsley,75,56,41,51,33,15,0
48481,Texas,Wharton,Wharton,8889,7884,7903,9214,7843,7803,7262
21181,Kentucky,Nicholas,Nicholas,896,709,513,496,296,193,129
13307,Georgia,Webster,Webster,4182,3080,3038,2892,2608,2074,1403
21183,Kentucky,Ohio,Ohio,1288,885,802,664,387,338,249
13305,Georgia,Wayne,Wayne,3309,3153,2995,2793,2807,3788,3755
21185,Kentucky,Oldham,Oldham,1078,1024,716,1301,1206,1212,1316
13303,Georgia,Washington,Washington,17393,16404,14132,13873,11910,10801,9374
21187,Kentucky,Owen,Owen,943,811,633,453,406,354,264
13301,Georgia,Warren,Warren,8132,7821,7351,6665,5608,4609,3941
12095,Florida,Orange,Orange,7604,5464,12226,16940,22731,39088,48593
17093,Illinois,Kendall,Kendall,51,18,27,5,9,7,19
12097,Florida,Osceola,Osceola,927,1122,3056,2061,1488,1977,2148
6067,California,Sacramento,Sacramento,631,873,1485,2156,7499,19805,36333
12091,Florida,Okaloosa,Okaloosa,fill,1840,1016,1144,2186,3972,6377
17097,Illinois,Lake,Lake,491,858,2356,2707,6006,11719,19739
12093,Florida,Okeechobee,Okeechobee,fill,211,1200,556,636,1051,1669
17095,Illinois,Knox,Knox,770,955,1108,1089,1306,1806,1902
17099,Illinois,La Salle,La Salle,311,332,313,263,313,520,663
12099,Florida,Palm Beach,Palm Beach,2220,5512,16760,28380,34746,51953,61088
6069,California,San Benito,San Benito,26,35,40,30,33,61,85
48479,Texas,Webb,Webb,38,41,153,156,79,208,283
48471,Texas,Walker,Walker,8362,9741,8531,8820,7494,7005,7641
48473,Texas,Waller,Waller,6712,4967,4952,4993,6328,6466,7506
48475,Texas,Ward,Ward,3,21,58,183,319,374,440
48477,Texas,Washington,Washington,12017,11646,9893,9660,6993,6106,5165
55025,Wisconsin,Dane,Dane,173,341,383,420,716,1611,2884
5129,Arkansas,Searcy,Searcy,104,24,1,0,1,0,20
20109,Kansas,Logan,Logan,298,149,186,139,95,52,53
20107,Kansas,Linn,Linn,323,307,235,180,86,66,12
20105,Kansas,Lincoln,Lincoln,27,15,7,6,4,1,0
5121,Arkansas,Randolph,Randolph,515,294,271,202,164,168,157
20101,Kansas,Lane,Lane,1,1,7,2,5,1,0
51075,Virginia,Goochland,Goochland,5230,4783,4114,4398,4468,4432,4375
55021,Wisconsin,Columbia,Columbia,18,6,7,4,9,3,39
51073,Virginia,Gloucester,Gloucester,5907,5581,4349,3180,3242,3352,3123
48273,Texas,Kleberg,Kleberg,fill,362,554,535,810,1011,988
13239,Georgia,Quitman,Quitman,3588,2430,2641,2378,1998,1560,1311
48277,Texas,Lamar,Lamar,10993,12970,9382,9207,7971,6369,6221
48275,Texas,Knox,Knox,17,309,318,314,613,561,447
13233,Georgia,Polk,Polk,5697,4905,4751,4756,4967,4454,4663
13231,Georgia,Pike,Pike,10159,10794,5401,5065,3877,3201,2957
13237,Georgia,Putnam,Putnam,10178,10421,5212,5097,4291,4214,4092
13235,Georgia,Pulaski,Pulaski,13504,7164,5056,5359,4368,3560,2970
41055,Oregon,Sherman,Sherman,1,3,6,1,1,0,0
41057,Oregon,Tillamook,Tillamook,1,1,0,0,5,10,44
41051,Oregon,Multnomah,Multnomah,1081,1627,1634,2040,9857,16082,22103
5049,Arkansas,Fulton,Fulton,44,26,0,0,4,0,0
41053,Oregon,Polk,Polk,2,5,1,3,10,4,59
40059,Oklahoma,Harper,Harper,4,0,0,0,0,1,18
44005,Rhode Island,Newport,Newport,1881,1754,1734,1733,2456,3593,4021
40057,Oklahoma,Harmon,Harmon,0,110,555,216,312,435,365
44007,Rhode Island,Providence,Providence,6391,7151,7083,8038,10145,13275,19257
40055,Oklahoma,Greer,Greer,146,179,986,502,468,461,537
41059,Oregon,Umatilla,Umatilla,55,84,80,72,319,250,180
40053,Oklahoma,Grant,Grant,14,16,12,9,5,4,0
44003,Rhode Island,Kent,Kent,266,227,294,272,250,325,243
40051,Oklahoma,Grady,Grady,1731,1478,2247,2004,1746,1517,1258
48019,Texas,Bandera,Bandera,34,18,11,3,15,19,23
29099,Missouri,Jefferson,Jefferson,1565,1171,1095,1023,825,831,845
29097,Missouri,Jasper,Jasper,1368,1227,1094,1160,1048,1049,945
48013,Texas,Atascosa,Atascosa,228,297,179,192,240,178,122
29095,Missouri,Jackson,Jackson,24936,31869,39881,42738,56636,84022,112852
48011,Texas,Armstrong,Armstrong,0,1,6,6,7,3,13
29093,Missouri,Iron,Iron,179,82,129,132,85,48,27
48017,Texas,Bailey,Bailey,0,0,11,149,239,365,282
29091,Missouri,Howell,Howell,127,132,116,159,69,86,18
48015,Texas,Austin,Austin,5018,5059,4852,4398,3016,2953,2683
24003,Maryland,Anne Arundel,Anne Arundel,14136,13411,14927,17763,22439,29708,33024
24001,Maryland,Allegany,Allegany,1517,1825,1454,1320,1232,1164,1063
20039,Kansas,Decatur,Decatur,17,1,5,0,1,0,5
24005,Maryland,Baltimore,Baltimore,12601,9099,11764,10504,17877,17054,19416
20033,Kansas,Comanche,Comanche,0,0,0,0,0,0,0
24009,Maryland,Calvert,Calvert,5046,4789,4519,4880,5124,6667,7760
20031,Kansas,Coffey,Coffey,75,57,29,15,7,4,7
20037,Kansas,Crawford,Crawford,1563,1548,994,763,565,472,405
20035,Kansas,Cowley,Cowley,571,861,930,926,886,952,893
37087,North Carolina,Haywood,Haywood,567,711,695,891,826,867,732
13127,Georgia,Glynn,Glynn,9774,9850,8296,8564,9281,11598,12447
37085,North Carolina,Harnett,Harnett,6442,7801,10389,11920,12096,13032,11974
13125,Georgia,Glascock,Glascock,1507,1201,1324,1221,959,763,573
37083,North Carolina,Halifax,Halifax,24328,25893,30845,32050,32988,31926,25861
13123,Georgia,Gilmer,Gilmer,71,38,12,46,20,8,38
37081,North Carolina,Guilford,Guilford,15379,17359,28696,32151,37264,51159,63745
13121,Georgia,Fulton,Fulton,57985,70200,101505,123063,145016,193024,236497
40129,Oklahoma,Roger Mills,Roger Mills,0,0,95,16,11,1,0
37089,North Carolina,Henderson,Henderson,1815,1821,2192,2132,2066,1961,1934
13129,Georgia,Gordon,Gordon,1356,1314,1111,1203,1088,1208,1222
54009,West Virginia,Brooke,Brooke,151,494,1176,804,568,410,300
51077,Virginia,Grayson,Grayson,939,901,695,822,932,681,539
54005,West Virginia,Boone,Boone,164,759,746,753,569,342,214
54007,West Virginia,Braxton,Braxton,221,273,188,160,111,119,40
54001,West Virginia,Barbour,Barbour,920,820,971,1218,1116,193,185
54003,West Virginia,Berkeley,Berkeley,1801,1816,1583,1284,1169,1301,1314
1025,Alabama,Clarke,Clarke,17311,13906,13625,14417,13192,12744,11701
48497,Texas,Wise,Wise,67,138,166,196,135,134,117
1027,Alabama,Clay,Clay,2648,3179,2727,2618,2209,2016,2041
48495,Texas,Winkler,Winkler,1,0,273,143,170,417,265
1021,Alabama,Chilton,Chilton,4759,3963,3968,4634,4312,4075,3410
48493,Texas,Wilson,Wilson,956,767,595,417,310,257,154
1023,Alabama,Choctaw,Choctaw,11503,11452,11236,10727,10060,8857,7309
38009,North Dakota,Bottineau,Bottineau,10,4,2,5,5,4,0
38007,North Dakota,Billings,Billings,6,0,1,0,1,0,0
48167,Texas,Galveston,Galveston,8747,11123,14759,17712,23712,29846,33318
38005,North Dakota,Benson,Benson,9,1,4,5,11,2,4
1029,Alabama,Cleburne,Cleburne,711,735,766,992,784,697,629
38003,North Dakota,Barnes,Barnes,2,3,0,1,5,1,5
48499,Texas,Wood,Wood,3926,3895,4017,3739,3124,2738,2670
2260,Alaska,Valdez-Chitina-Whittier,Valdez-Chitina-Whittier,fill,fill,fill,fill,fill,fill,9
8079,Colorado,Mineral,Mineral,2,1,1,0,0,0,0
30031,Montana,Gallatin,Gallatin,49,54,21,23,16,20,13
30037,Montana,Golden Valley,Golden Valley,fill,fill,0,0,2,0,0
30035,Montana,Glacier,Glacier,fill,5,1,11,22,24,0
8071,Colorado,Las Animas,Las Animas,379,389,286,193,149,56,79
8073,Colorado,Lincoln,Lincoln,8,13,1,1,1,0,11
8075,Colorado,Logan,Logan,23,26,39,15,9,7,38
8077,Colorado,Mesa,Mesa,130,108,72,74,71,88,216
18035,Indiana,Delaware,Delaware,1460,2103,2678,3035,4460,5762,7018
18037,Indiana,Dubois,Dubois,9,7,3,1,2,0,10
18031,Indiana,Decatur,Decatur,89,51,10,9,5,3,5
18033,Indiana,DeKalb,De Kalb,21,110,129,62,177,38,31
48489,Texas,Willacy,Willacy,fill,1,89,160,110,105,124
18039,Indiana,Elkhart,Elkhart,91,383,551,562,1093,2219,4379
30001,Montana,Beaverhead,Beaverhead,26,14,11,5,2,1,5
1111,Alabama,Randolph,Randolph,5717,5936,5884,5864,5816,4973,4075
31149,Nebraska,Rock,Rock,1,0,0,0,0,0,0
1113,Alabama,Russell,Russell,20198,20935,19562,21101,20996,22906,20757
1115,Alabama,St Clair,St Clair,3632,4449,4832,5696,4847,4263,3805
1117,Alabama,Shelby,Shelby,7641,7044,6973,6848,6608,6071,6425
28079,Mississippi,Leake,Leake,6171,5770,7736,9666,8819,7582,6091
1119,Alabama,Sumter,Sumter,23322,19831,21247,21700,17957,15297,11242
28077,Mississippi,Lawrence,Lawrence,5147,4985,4696,5221,4755,3861,3580
35041,New Mexico,Roosevelt,Roosevelt,fill,4,3,2,14,50,64
28075,Mississippi,Lauderdale,Lauderdale,21875,18749,21232,22810,23361,23464,20630
29079,Missouri,Grundy,Grundy,159,133,85,75,35,18,12
31145,Nebraska,Red Willow,Red Willow,4,21,30,0,6,31,42
23031,Maine,York,York,52,104,44,53,112,188,469
28071,Mississippi,Lafayette,Lafayette,9904,7963,8236,8573,8083,7208,6705
47057,Tennessee,Grainger,Grainger,483,447,306,255,208,177,229
47055,Tennessee,Giles,Giles,10867,9431,7563,6945,5649,4003,3436
47053,Tennessee,Gibson,Gibson,9547,9678,9890,9221,10109,9623,9832
47051,Tennessee,Franklin,Franklin,3126,2693,2533,2591,2365,2271,2104
47059,Tennessee,Greene,Greene,1369,1274,1154,1263,1134,1073,1075
27051,Minnesota,Grant,Grant,0,0,1,0,3,0,0
27053,Minnesota,Hennepin,Hennepin,2646,3985,4257,4734,6961,12025,19711
27055,Minnesota,Houston,Houston,1,0,1,0,3,3,3
27057,Minnesota,Hubbard,Hubbard,15,1,1,0,2,1,5
27059,Minnesota,Isanti,Isanti,4,2,2,6,19,49,6
30009,Montana,Carbon,Carbon,5,29,0,0,1,2,0
50017,Vermont,Orange,Orange,12,21,38,21,13,10,60
19129,Iowa,Mills,Mills,47,57,56,23,13,15,49
50015,Vermont,Lamoille,Lamoille,3,5,2,2,5,2,8
50013,Vermont,Grand Isle,Grand Isle,0,0,0,0,0,0,3
50011,Vermont,Franklin,Franklin,59,38,49,22,30,42,38
55047,Wisconsin,Green Lake,Green Lake,8,3,0,1,3,2,6
19121,Iowa,Madison,Madison,5,8,0,2,2,2,0
55045,Wisconsin,Green,Green,6,4,3,2,4,5,15
19123,Iowa,Mahaska,Mahaska,677,352,211,166,92,52,85
55043,Wisconsin,Grant,Grant,55,43,27,18,30,7,54
19125,Iowa,Marion,Marion,93,122,146,123,123,88,193
50019,Vermont,Orleans,Orleans,20,6,4,15,10,9,6
19127,Iowa,Marshall,Marshall,148,264,351,333,245,253,267
35001,New Mexico,Bernalillo,Bernalillo,fill,302,554,849,1605,4672,6740
31035,Nebraska,Clay,Clay,9,5,1,1,2,2,0
35003,New Mexico,Catron,Catron,fill,fill,0,6,2,30,0
31037,Nebraska,Colfax,Colfax,12,11,8,2,6,7,0
35005,New Mexico,Chaves,Chaves,fill,191,362,497,1017,2050,1401
31031,Nebraska,Cherry,Cherry,80,90,33,25,11,9,0
35007,New Mexico,Colfax,Colfax,fill,238,170,131,66,75,113
31033,Nebraska,Cheyenne,Cheyenne,4,18,15,20,57,31,23
35009,New Mexico,Curry,Curry,fill,32,85,296,632,1798,2533
31039,Nebraska,Cuming,Cuming,1,0,0,18,3,4,0
30073,Montana,Pondera,Pondera,fill,0,5,1,2,0,6
48441,Texas,Taylor,Taylor,639,481,1632,1653,2561,4583,5195
48443,Texas,Terrell,Terrell,4,0,18,29,13,8,6
47123,Tennessee,Monroe,Monroe,1167,1187,974,901,796,908,845
47121,Tennessee,Meigs,Meigs,566,449,391,350,294,254,173
47127,Tennessee,Moore,Moore,334,388,304,251,323,295,259
47125,Tennessee,Montgomery,Montgomery,13430,11928,10118,9838,9750,10754,10645
48445,Texas,Terry,Terry,1,0,69,312,382,598,635
47129,Tennessee,Morgan,Morgan,691,497,478,414,338,307,198
8097,Colorado,Pitkin,Pitkin,15,2,3,5,3,15,29
19015,Iowa,Boone,Boone,105,142,49,39,16,29,40
8095,Colorado,Phillips,Phillips,1,0,0,2,0,1,0
19017,Iowa,Bremer,Bremer,6,5,3,0,1,21,109
8093,Colorado,Park,Park,1,4,0,1,0,0,0
19011,Iowa,Benton,Benton,9,10,6,7,14,12,4
8091,Colorado,Ouray,Ouray,22,9,3,0,0,0,0
19013,Iowa,Black Hawk,Black Hawk,29,856,1234,1528,2623,4850,6618
19019,Iowa,Buchanan,Buchanan,18,21,20,24,26,30,13
8099,Colorado,Prowers,Prowers,38,32,46,30,33,16,44
28107,Mississippi,Panola,Panola,21224,17751,17989,20537,17472,16216,13753
28105,Mississippi,Oktibbeha,Oktibbeha,12675,10050,11367,13088,11740,11435,10004
28103,Mississippi,Noxubee,Noxubee,23947,18803,20128,19998,14864,12064,9397
28101,Mississippi,Newton,Newton,8950,6957,7979,8418,7460,6183,5187
39001,Ohio,Adams,Adams,184,79,74,94,87,60,24
28109,Mississippi,Pearl River,Pearl River,2422,4248,5149,4152,4492,5177,5129
39003,Ohio,Allen,Allen,1030,1385,1686,1916,4391,7322,9223
45017,South Carolina,Calhoun,Calhoun,12739,12604,12408,11867,10447,8197,6514
6099,California,Stanislaus,Stanislaus,89,146,213,248,624,1141,1826
12069,Florida,Lake,Lake,3627,3817,6442,7602,8533,11122,12056
6091,California,Sierra,Sierra,0,1,5,21,14,8,9
12061,Florida,Indian River,Indian River,fill,fill,1931,2669,2959,5380,6517
6093,California,Siskiyou,Siskiyou,29,280,641,546,679,715,677
12063,Florida,Jackson,Jackson,14254,13320,12551,12408,11542,11232,9954
6095,California,Solano,Solano,250,420,376,691,6604,12741,16668
12065,Florida,Jefferson,Jefferson,13114,10521,9120,8007,6512,5641,4897
6097,California,Sonoma,Sonoma,43,82,107,148,460,918,1978
12067,Florida,Lafayette,Lafayette,1361,1113,727,434,325,344,330
29211,Missouri,Sullivan,Sullivan,93,49,26,17,8,2,0
51163,Virginia,Rockbridge,Rockbridge,3528,2670,2301,2282,2006,1972,640
51165,Virginia,Rockingham,Rockingham,2335,1012,890,832,638,704,690
51167,Virginia,Russell,Russell,1025,1282,779,713,677,503,296
51169,Virginia,Scott,Scott,503,404,277,309,269,311,204
29213,Missouri,Taney,Taney,1,4,1,0,5,0,31
51760,Virginia,Richmond City,Richmond City,46733,54041,52988,61251,72996,91972,104737
29215,Missouri,Texas,Texas,2,1,0,0,0,5,9
29217,Missouri,Vernon,Vernon,138,78,76,49,27,15,27
49049,Utah,Utah,Utah,2,17,9,17,23,23,36
49047,Utah,Uintah,Uintah,3,4,4,0,7,1,0
46097,South Dakota,Miner,Miner,0,0,1,0,1,0,0
46091,South Dakota,Marshall,Marshall,6,2,1,0,0,1,0
46093,South Dakota,Meade,Meade,30,11,11,2,51,109,609
21069,Kentucky,Fleming,Fleming,1027,981,614,551,351,364,281
